cp,asentamiento,municipio,zona,precio_envio
90507,San Lucas,Huamantla,Intermedia,100
90507,San Francisco,Huamantla,Intermedia,100
90507,Unión y Progreso,Huamantla,Intermedia,100
90507,San Francisquito,Huamantla,Intermedia,100
90508,La Palma,Huamantla,Intermedia,100
90508,INFONAVIT 15 de Agosto,Huamantla,Intermedia,100
90508,San Sebastián,Huamantla,Intermedia,100
90508,Santa Anita,Huamantla,Intermedia,100
90508,La Giralda,Huamantla,Intermedia,100
90508,La Cañada,Huamantla,Intermedia,100
90508,Juárez,Huamantla,Intermedia,100
90508,Los Volcanes II,Huamantla,Intermedia,100
90508,Los Volcanes,Huamantla,Intermedia,100
90508,La Esmeralda,Huamantla,Intermedia,100
90508,Arboledas,Huamantla,Intermedia,100
90508,El Jagüey,Huamantla,Intermedia,100
90508,Los Álamos,Huamantla,Intermedia,100
90509,Ciudad Industrial Xicohténcatl,Huamantla,Intermedia,100
90509,Agrícola San Martín Notario,Huamantla,Intermedia,100
90510,Los Pilares,Huamantla,Intermedia,100
90510,Ignacio Zaragoza,Huamantla,Intermedia,100
90513,Hermenegildo Galeana,Huamantla,Intermedia,100
90513,El Carmen Xalpatlahuaya,Huamantla,Intermedia,100
90513,N.C.P. San Diego Xalpatlahuaya,Huamantla,Intermedia,100
90514,Benito Juárez,Huamantla,Intermedia,100
90514,Francisco I. Madero la Mesa,Huamantla,Intermedia,100
90514,Francisco I. Madero Tecoac,Huamantla,Intermedia,100
90514,Francisco Villa Tecoac,Huamantla,Intermedia,100
90514,El Molino,Huamantla,Intermedia,100
90514,De Torres,Huamantla,Intermedia,100
90514,La Lima,Huamantla,Intermedia,100
90515,El Valle,Huamantla,Intermedia,100
90515,San José Xicohtencatl,Huamantla,Intermedia,100
90515,Ampliación Felipe Carrillo Puerto,Huamantla,Intermedia,100
90515,NCP José María Morelos,Huamantla,Intermedia,100
90520,San Francisco Tecoac,Huamantla,Intermedia,100
90520,Lázaro Cárdenas,Huamantla,Intermedia,100
90520,San Francisco Notario,Huamantla,Intermedia,100
90525,Chapultepec,Huamantla,Intermedia,100
90525,La Cruz,Huamantla,Intermedia,100
90525,Licenciado Mauro Angulo,Huamantla,Intermedia,100
90525,N.C.P. San José Teacalco,Huamantla,Intermedia,100
90526,General Francisco Villa,Huamantla,Intermedia,100
90526,San Martín Notario,Huamantla,Intermedia,100
90526,Acasillados San Martín Notario,Huamantla,Intermedia,100
90527,Cuauhtémoc,Huamantla,Intermedia,100
90530,José María Morelos,Huamantla,Intermedia,100
90530,De Jesús,Huamantla,Intermedia,100
90530,San Miguel Báez,Huamantla,Intermedia,100
90530,De la Cruz,Huamantla,Intermedia,100
90534,Mariano Matamoros,Huamantla,Intermedia,100
90534,Altamira Guadalupe,Huamantla,Intermedia,100
90540,Terrenate,Terrenate,Intermedia,100
90540,Chipilo,Terrenate,Intermedia,100
90540,Chapultepec,Terrenate,Intermedia,100
90542,La Caldera,Terrenate,Intermedia,100
90542,San José Villarreal,Terrenate,Intermedia,100
90542,El Pilancón,Terrenate,Intermedia,100
90542,El Capulín,Terrenate,Intermedia,100
90543,Nicolás Bravo,Terrenate,Intermedia,100
90543,El Capulín,Terrenate,Intermedia,100
90543,Guadalupe Victoria,Terrenate,Intermedia,100
90543,Los Ameles (Acolco),Terrenate,Intermedia,100
90544,Toluca de Guadalupe,Terrenate,Intermedia,100
90545,Lázaro Cárdenas,Lázaro Cárdenas,Intermedia,100
90545,La Mancera,Lázaro Cárdenas,Intermedia,100
90545,Maribel,Lázaro Cárdenas,Intermedia,100
90545,Atlixtaca,Lázaro Cárdenas,Intermedia,100
90546,El Palomar,Lázaro Cárdenas,Intermedia,100
90546,San José de la Laguna,Lázaro Cárdenas,Intermedia,100
90547,Emiliano Zapata,Emiliano Zapata,Lejana,150
90547,Guadalupe,Emiliano Zapata,Lejana,150
90547,Las Palomas,Emiliano Zapata,Lejana,150
90547,Guardamonte,Emiliano Zapata,Lejana,150
90547,La Venta,Emiliano Zapata,Lejana,150
90547,Coamila,Emiliano Zapata,Lejana,150
90547,Atotonilco,Emiliano Zapata,Lejana,150
90547,Los Encinos,Emiliano Zapata,Lejana,150
90547,Tipitzila,Emiliano Zapata,Lejana,150
90548,Ahilitla,Emiliano Zapata,Lejana,150
90548,San Nicolás,Emiliano Zapata,Lejana,150
90548,Vista Hermosa,Emiliano Zapata,Lejana,150
90548,Cruz Verde,Emiliano Zapata,Lejana,150
90548,Tlaximaloya (La Amapola),Emiliano Zapata,Lejana,150
90548,Ojo de Agua,Emiliano Zapata,Lejana,150
90548,Gustavo Díaz Ordaz,Emiliano Zapata,Lejana,150
90548,La Loma,Emiliano Zapata,Lejana,150
90548,Tecoaquillo,Emiliano Zapata,Lejana,150
90548,El Ciprés,Emiliano Zapata,Lejana,150
90548,Tres Ríos,Emiliano Zapata,Lejana,150
90548,El Epazote,Emiliano Zapata,Lejana,150
90550,De la Concepción,Atltzayanca,Intermedia,100
90550,Santiago,Atltzayanca,Intermedia,100
90550,San Antonio,Atltzayanca,Intermedia,100
90550,San José Miravalle,Atltzayanca,Intermedia,100
90553,La Garita,Atltzayanca,Intermedia,100
90554,Xaltitla,Atltzayanca,Intermedia,100
90554,San José Buenavista,Atltzayanca,Intermedia,100
90554,San José Pilancón,Atltzayanca,Intermedia,100
90554,San Francisco Axopilco,Atltzayanca,Intermedia,100
90554,Carreta,Atltzayanca,Intermedia,100
90554,José Fernández,Atltzayanca,Intermedia,100
90554,Aurelio Aguilar,Atltzayanca,Intermedia,100
90554,Techachalco,Atltzayanca,Intermedia,100
90554,Xarero Xaltitla,Atltzayanca,Intermedia,100
90554,San Antonio Tecopilco,Atltzayanca,Intermedia,100
90555,Concepción Hidalgo,Atltzayanca,Intermedia,100
90555,Felipe Carrillo Puerto,Atltzayanca,Intermedia,100
90555,Lázaro Cárdenas,Atltzayanca,Intermedia,100
90555,La Rincona,Atltzayanca,Intermedia,100
90555,Blanco,Atltzayanca,Intermedia,100
90555,Mazehualpa,Atltzayanca,Intermedia,100
90555,San José Xalasco,Atltzayanca,Intermedia,100
90555,Ocotla,Atltzayanca,Intermedia,100
90556,Mesa Redonda,Atltzayanca,Intermedia,100
90556,San Juan Ocotitla,Atltzayanca,Intermedia,100
90557,Nexnopala,Atltzayanca,Intermedia,100
90557,Jesús,Atltzayanca,Intermedia,100
90557,La Higuera,Atltzayanca,Intermedia,100
90557,Nazareth,Atltzayanca,Intermedia,100
90557,San Miguel Franco,Atltzayanca,Intermedia,100
90557,Santa Martha,Atltzayanca,Intermedia,100
90557,Guadalupe,Atltzayanca,Intermedia,100
90557,Delicias,Atltzayanca,Intermedia,100
90558,Santa Cruz Pocitos,Atltzayanca,Intermedia,100
90558,Santa María las Cuevas,Atltzayanca,Intermedia,100
90558,El Piñonal (Guadalupe el Piñonal),Atltzayanca,Intermedia,100
90558,Los Ocalitos,Atltzayanca,Intermedia,100
90558,Miahuapan el Alto,Atltzayanca,Intermedia,100
90558,Miahuapan el Bajo,Atltzayanca,Intermedia,100
90558,Pocitos,Atltzayanca,Intermedia,100
90558,Loma de Junguito,Atltzayanca,Intermedia,100
90560,San Antonio,Cuapiaxtla,Cercana,80
90560,Los Ángeles,Cuapiaxtla,Cercana,80
90560,Alta Luz,Cuapiaxtla,Cercana,80
90560,De Guadalupe,Cuapiaxtla,Cercana,80
90560,San Miguel,Cuapiaxtla,Cercana,80
90562,San Francisco Cuexcontzi,Cuapiaxtla,Cercana,80
90562,San Francisco Cuexcomatepec,Cuapiaxtla,Cercana,80
90563,La Soledad,Cuapiaxtla,Cercana,80
90563,San Cristóbal del Río,Cuapiaxtla,Cercana,80
90563,Egipto,Cuapiaxtla,Cercana,80
90563,José María Morelos,Cuapiaxtla,Cercana,80
90564,Granja de Guadalupe,Cuapiaxtla,Cercana,80
90564,El Tejocote,Cuapiaxtla,Cercana,80
90564,Mazarraza,Cuapiaxtla,Cercana,80
90564,Del Valle,Cuapiaxtla,Cercana,80
90564,Santa Rebeca,Cuapiaxtla,Cercana,80
90564,Plan de Ayala,Cuapiaxtla,Cercana,80
90565,Loma Bonita,Cuapiaxtla,Cercana,80
90565,Santa Fe Uno,Cuapiaxtla,Cercana,80
90565,Manuel Ávila Camacho,Cuapiaxtla,Cercana,80
90565,Santa Beatriz la Nueva,Cuapiaxtla,Cercana,80
90567,La Asunción Rascona,Cuapiaxtla,Cercana,80
90568,Ignacio Allende,Cuapiaxtla,Cercana,80
90568,Allende,Cuapiaxtla,Cercana,80
90568,San Rafael Tepatlaxco (Unión y Progreso),Cuapiaxtla,Cercana,80
90568,San Miguel Teometitla,Cuapiaxtla,Cercana,80
90568,La Granja (Camino a Franco),Cuapiaxtla,Cercana,80
90570,Villa del Carmen Tequexquitla,El Carmen Tequexquitla,Lejana,150
90570,De Guadalupe,El Carmen Tequexquitla,Lejana,150
90573,Mazatepec,El Carmen Tequexquitla,Lejana,150
90575,La Soledad,El Carmen Tequexquitla,Lejana,150
90576,Vicente Guerrero,El Carmen Tequexquitla,Lejana,150
90577,Ocotlán Temalacayucan,El Carmen Tequexquitla,Lejana,150
90580,San Juan Primero,Ixtenco,Intermedia,100
90580,San Gabriel Primero,Ixtenco,Intermedia,100
90580,San Gabriel Segundo,Ixtenco,Intermedia,100
90580,San Juan Segundo,Ixtenco,Intermedia,100
90583,Santiago,Ixtenco,Intermedia,100
90583,Resurrección Segundo,Ixtenco,Intermedia,100
90583,Resurrección Primero,Ixtenco,Intermedia,100
90585,San Antonio Primero,Ixtenco,Intermedia,100
90585,San Antonio Segundo,Ixtenco,Intermedia,100
90585,La Era,Ixtenco,Intermedia,100
90590,Zitlaltépec,Ziltlaltépec de Trinidad Sánchez Santos,Intermedia,100
90590,Guadalupe,Ziltlaltépec de Trinidad Sánchez Santos,Intermedia,100
90590,El Lindero,Ziltlaltépec de Trinidad Sánchez Santos,Intermedia,100
90592,San Juan Bautista Mier,Ziltlaltépec de Trinidad Sánchez Santos,Intermedia,100
90595,Guadalupe los Capulines,Ziltlaltépec de Trinidad Sánchez Santos,Intermedia,100
90596,Francisco Javier Mina,Ziltlaltépec de Trinidad Sánchez Santos,Intermedia,100
90600,Providencia,Apetatitlán de Antonio Carvajal,Intermedia,100
90600,Apetatitlán,Apetatitlán de Antonio Carvajal,Intermedia,100
90600,Petroquímica,Apetatitlán de Antonio Carvajal,Intermedia,100
90600,Tlahuicole IMSS,Apetatitlán de Antonio Carvajal,Intermedia,100
90604,La Loma,Apetatitlán de Antonio Carvajal,Intermedia,100
90605,Belén Atzitzimititlán,Apetatitlán de Antonio Carvajal,Intermedia,100
90606,San Matías Tepetomatitlán,Apetatitlán de Antonio Carvajal,Intermedia,100
90608,Tecolotla,Apetatitlán de Antonio Carvajal,Intermedia,100
90610,Tlatempan,Apetatitlán de Antonio Carvajal,Intermedia,100
90610,Jesús,Apetatitlán de Antonio Carvajal,Intermedia,100
90620,Amaxac de Guerrero,Amaxac de Guerrero,Intermedia,100
90623,Tercera Sección,Amaxac de Guerrero,Intermedia,100
90624,Primera Sección,Amaxac de Guerrero,Intermedia,100
90635,San Damián Tlacocalpan,Amaxac de Guerrero,Intermedia,100
90635,La Preciosa,Amaxac de Guerrero,Intermedia,100
90640,Punta Real,Santa Cruz Tlaxcala,Cercana,80
90640,Guadalupe Tlachco,Santa Cruz Tlaxcala,Cercana,80
90640,San Lucas Tlacochcalco,Santa Cruz Tlaxcala,Cercana,80
90640,San Miguel Contla,Santa Cruz Tlaxcala,Cercana,80
90640,Santa Cruz Tlaxcala,Santa Cruz Tlaxcala,Cercana,80
90640,Ex-Hacienda San Manuel,Santa Cruz Tlaxcala,Cercana,80
90640,Los Vecinos (Llano Viejo),Santa Cruz Tlaxcala,Cercana,80
90640,El Arcángel,Santa Cruz Tlaxcala,Cercana,80
90640,Villas de San Miguel II,Santa Cruz Tlaxcala,Cercana,80
90643,Tepetlacinco,Santa Cruz Tlaxcala,Cercana,80
90644,El Progreso,Santa Cruz Tlaxcala,Cercana,80
90644,Tetzotzocola,Santa Cruz Tlaxcala,Cercana,80
90644,El Alto,Santa Cruz Tlaxcala,Cercana,80
90644,Analco,Santa Cruz Tlaxcala,Cercana,80
90644,Ixaquixtla,Santa Cruz Tlaxcala,Cercana,80
90645,Centro Vacacional la Trinidad,Santa Cruz Tlaxcala,Cercana,80
90646,Potrero Viejo,Santa Cruz Tlaxcala,Cercana,80
90650,Jesús Huitznáhuac,Santa Cruz Tlaxcala,Cercana,80
90653,Xamistla,Santa Cruz Tlaxcala,Cercana,80
90660,San Miguel Buenavista,Cuaxomulco,Intermedia,100
90660,San Antonio,Cuaxomulco,Intermedia,100
90660,San Lorenzo Xaltelulco,Cuaxomulco,Intermedia,100
90660,Tepechapa,Cuaxomulco,Intermedia,100
90660,Zacamolpa,Cuaxomulco,Intermedia,100
90660,Primera Sección Atenco,Cuaxomulco,Intermedia,100
90660,Segunda Sección Tecuicuilco,Cuaxomulco,Intermedia,100
90660,Centro,Cuaxomulco,Intermedia,100
90660,Coxtla,Cuaxomulco,Intermedia,100
90660,Tecola,Cuaxomulco,Intermedia,100
90670,San Bernardino Contla Centro,Contla de Juan Cuamatzi,Intermedia,100
90670,Colhuaca,Contla de Juan Cuamatzi,Intermedia,100
90670,Netzahuala,Contla de Juan Cuamatzi,Intermedia,100
90670,Zencalco,Contla de Juan Cuamatzi,Intermedia,100
90670,Villa Chica,Contla de Juan Cuamatzi,Intermedia,100
90670,San Antonio,Contla de Juan Cuamatzi,Intermedia,100
90670,Xopantla,Contla de Juan Cuamatzi,Intermedia,100
90670,La Conchita,Contla de Juan Cuamatzi,Intermedia,100
90676,Santa María Tlacatecpa,Contla de Juan Cuamatzi,Intermedia,100
90680,San Miguel Xaltipa,Contla de Juan Cuamatzi,Intermedia,100
90690,San Felipe Cuauhtenco,Contla de Juan Cuamatzi,Intermedia,100
90690,La Luz,Contla de Juan Cuamatzi,Intermedia,100
90692,San José Aztatla,Contla de Juan Cuamatzi,Intermedia,100
90692,Ocotlán de Tepatlaxco,Contla de Juan Cuamatzi,Intermedia,100
90693,Santa María Aquiáhuac,Contla de Juan Cuamatzi,Intermedia,100
90693,Ixtlahuaca,Contla de Juan Cuamatzi,Intermedia,100
90700,San Mateo Ayecac,Tepetitla de Lardizábal,Intermedia,100
90700,Tepetitla,Tepetitla de Lardizábal,Intermedia,100
90700,Villa Alta,Tepetitla de Lardizábal,Intermedia,100
90700,Residencial las Palomas,Tepetitla de Lardizábal,Intermedia,100
90700,Atalaya,Tepetitla de Lardizábal,Intermedia,100
90700,Guadalupe Victoria,Tepetitla de Lardizábal,Intermedia,100
90710,La Concordia,Nativitas,Intermedia,100
90710,Nativitas,Nativitas,Intermedia,100
90710,San Miguel Tlale,Nativitas,Intermedia,100
90710,San Juan Tepactepec,Nativitas,Intermedia,100
90712,San Bernabé Capula,Nativitas,Intermedia,100
90712,San Miguel del Milagro,Nativitas,Intermedia,100
90712,San Miguel Xochitecatitla,Nativitas,Intermedia,100
90713,Jesús Tepactepec,Nativitas,Intermedia,100
90715,Guadalupe Victoria,Nativitas,Intermedia,100
90716,San Vicente Xiloxochitla,Nativitas,Intermedia,100
90716,San Francisco Tenexyecac,Nativitas,Intermedia,100
90716,Emiliano Zapata,Nativitas,Intermedia,100
90716,Santa Cruz,Nativitas,Intermedia,100
90717,San José Atoyatenco,Nativitas,Intermedia,100
90717,Matamoros,Nativitas,Intermedia,100
90717,El Rosario,Nativitas,Intermedia,100
90718,San Rafael Tenanyecac,Nativitas,Intermedia,100
90718,Colecturía,Nativitas,Intermedia,100
90718,Zanja Real,Nativitas,Intermedia,100
90721,Santiago Michac,Nativitas,Intermedia,100
90721,Santa Elena,Nativitas,Intermedia,100
90721,Segura Michac,Nativitas,Intermedia,100
90721,La Remolacha,Nativitas,Intermedia,100
90721,Loma Verde,Nativitas,Intermedia,100
90721,NCP Santa Elena Teacalco,Nativitas,Intermedia,100
90721,San Antonio,Nativitas,Intermedia,100
90721,San Antonio Teacalco,Nativitas,Intermedia,100
90722,San Miguel Analco,Nativitas,Intermedia,100
90722,Santa Clara Atoyac,Nativitas,Intermedia,100
90725,Santa Apolonia Teacalco Centro,Santa Apolonia Teacalco,Intermedia,100
90725,El Ranchito,Santa Apolonia Teacalco,Intermedia,100
90725,El Carril,Santa Apolonia Teacalco,Intermedia,100
90730,Santa Isabel Tetlatlahuca,Tetlatlahuca,Intermedia,100
90730,Santa Cruz Aquiahuac,Tetlatlahuca,Intermedia,100
90730,Atenco,Tetlatlahuca,Intermedia,100
90733,Val Quirico,Tetlatlahuca,Intermedia,100
90733,Equiah Villa Sustentable,Tetlatlahuca,Intermedia,100
90733,Santa Ana Portales,Tetlatlahuca,Intermedia,100
90733,Santa Águeda,Tetlatlahuca,Intermedia,100
90734,San Bartolomé Tenango,Tetlatlahuca,Intermedia,100
90734,San Andrés Cuamilpa,Tetlatlahuca,Intermedia,100
90734,Santa Cruz Capulinares,Tetlatlahuca,Intermedia,100
90735,El Alto,San Damián Texóloc,Intermedia,100
90736,Monterrey,San Damián Texóloc,Intermedia,100
90736,Zavaleta,San Damián Texóloc,Intermedia,100
90736,La Cueva,San Damián Texóloc,Intermedia,100
90737,Luis Echeverría,San Damián Texóloc,Intermedia,100
90738,San Jerónimo Zacualpan,San Jerónimo Zacualpan,Intermedia,100
90740,Sección Segunda,Zacatelco,Intermedia,100
90740,Sección Primera,Zacatelco,Intermedia,100
90740,La Libertad,Zacatelco,Intermedia,100
90740,Alberto Juárez Blancas,Zacatelco,Intermedia,100
90740,Las Palomas,Zacatelco,Intermedia,100
90750,Sección Tercera Gurdia,Zacatelco,Intermedia,100
90750,Sección Cuarta,Zacatelco,Intermedia,100
90750,Sección Quinta,Zacatelco,Intermedia,100
90750,Exquitla,Zacatelco,Intermedia,100
90750,Xochicalco,Zacatelco,Intermedia,100
90750,CROM Santa Inés,Zacatelco,Intermedia,100
90750,Girasoles,Zacatelco,Intermedia,100
90750,Guardia,Zacatelco,Intermedia,100
90750,Las Américas,Zacatelco,Intermedia,100
90750,Privansa,Zacatelco,Intermedia,100
90754,Domingo Arenas,Zacatelco,Intermedia,100
90760,San Lorenzo Axocomanitla,San Lorenzo Axocomanitla,Intermedia,100
90770,Santa Catarina Ayometla,Santa Catarina Ayometla,Intermedia,100
90773,Estocapa,Santa Catarina Ayometla,Intermedia,100
90774,Tlapayatla,Santa Catarina Ayometla,Intermedia,100
90775,Tlaxcaltecatla,Santa Catarina Ayometla,Intermedia,100
90780,Xicohtzingo,Xicohtzinco,Intermedia,100
90780,Santa Filomena,Xicohtzinco,Intermedia,100
90780,San Isidro,Xicohtzinco,Intermedia,100
90780,Guadalupe,Xicohtzinco,Intermedia,100
90780,El Rancho,Xicohtzinco,Intermedia,100
90780,El Llano,Xicohtzinco,Intermedia,100
90780,Capulín,Xicohtzinco,Intermedia,100
90780,El Cerrito,Xicohtzinco,Intermedia,100
90780,Chalma,Xicohtzinco,Intermedia,100
90780,Techaloya,Xicohtzinco,Intermedia,100
90780,El Llano 2,Xicohtzinco,Intermedia,100
90780,El Llano 1,Xicohtzinco,Intermedia,100
90790,San Francisco Papalotla Centro,Papalotla de Xicohténcatl,Intermedia,100
90790,Xilotzingo,Papalotla de Xicohténcatl,Intermedia,100
90790,Xolalpa,Papalotla de Xicohténcatl,Intermedia,100
90790,Xaltipa,Papalotla de Xicohténcatl,Intermedia,100
90790,El Carmen,Papalotla de Xicohténcatl,Intermedia,100
90790,La Trinidad,Papalotla de Xicohténcatl,Intermedia,100
90790,Los Reyes,Papalotla de Xicohténcatl,Intermedia,100
90790,Tenantitla,Papalotla de Xicohténcatl,Intermedia,100
90791,San Marcos Contla,Papalotla de Xicohténcatl,Intermedia,100
90794,Zacatecoma,Papalotla de Xicohténcatl,Intermedia,100
90796,Panzacola,Papalotla de Xicohténcatl,Intermedia,100
90796,San Juan Bosco,Papalotla de Xicohténcatl,Intermedia,100
90796,San Buenaventura,Papalotla de Xicohténcatl,Intermedia,100
90796,La Ciénega,Papalotla de Xicohténcatl,Intermedia,100
90800,Santa Ana Chiautempan Centro,Chiautempan,Intermedia,100
90800,Xaltantla,Chiautempan,Intermedia,100
90800,Lucero,Chiautempan,Intermedia,100
90802,Buenos Aires,Chiautempan,Intermedia,100
90802,Industrial,Chiautempan,Intermedia,100
90802,Los Pinos,Chiautempan,Intermedia,100
90802,Puente Picazo,Chiautempan,Intermedia,100
90802,Ximentla,Chiautempan,Intermedia,100
90802,Santa Cruz,Chiautempan,Intermedia,100
90802,San Onofre,Chiautempan,Intermedia,100
90802,Santa Cruz Tetela,Chiautempan,Intermedia,100
90802,Llanos de Tepetlapa,Chiautempan,Intermedia,100
90802,La Magdalena,Chiautempan,Intermedia,100
90803,Tlapacoyac,Chiautempan,Intermedia,100
90803,Villa de las Flores,Chiautempan,Intermedia,100
90804,Chalma,Chiautempan,Intermedia,100
90804,El Llanito,Chiautempan,Intermedia,100
90804,De Fátima,Chiautempan,Intermedia,100
90804,La Laguna,Chiautempan,Intermedia,100
90804,Los Álamos,Chiautempan,Intermedia,100
90805,La Concha,Chiautempan,Intermedia,100
90805,Panzacola,Chiautempan,Intermedia,100
90805,Reforma,Chiautempan,Intermedia,100
90805,Nueva,Chiautempan,Intermedia,100
90805,Tepetlapa,Chiautempan,Intermedia,100
90805,Del Carmen,Chiautempan,Intermedia,100
90805,La Soledad,Chiautempan,Intermedia,100
90805,San Sebastián,Chiautempan,Intermedia,100
90806,José Agustín Arrieta,Chiautempan,Intermedia,100
90806,Texcacoac,Chiautempan,Intermedia,100
90806,Xaxala,Chiautempan,Intermedia,100
90806,Constitución,Chiautempan,Intermedia,100
90806,Texcacoac,Chiautempan,Intermedia,100
90807,El Alto,Chiautempan,Intermedia,100
90807,La Malinche,Chiautempan,Intermedia,100
90807,Villas del Sabinal,Chiautempan,Intermedia,100
90810,Guadalupe Ixcotla,Chiautempan,Intermedia,100
90810,Santa Cruz Guadalupe,Chiautempan,Intermedia,100
90820,San Bartolomé Cuahuixmatlac,Chiautempan,Intermedia,100
90820,San Pedro Xochiteotla,Chiautempan,Intermedia,100
90820,San Pedro Muñoztla,Chiautempan,Intermedia,100
90820,San Pedro Tlalcuapan de Nicolás Bravo,Chiautempan,Intermedia,100
90820,Ramontla,Chiautempan,Intermedia,100
90821,San Rafael Tepatlaxco,Chiautempan,Intermedia,100
90830,La Magdalena Tlaltelulco,La Magdalena Tlaltelulco,Intermedia,100
90833,Tecpa Morales,La Magdalena Tlaltelulco,Intermedia,100
90833,Tecpa Pluma,La Magdalena Tlaltelulco,Intermedia,100
90833,Santa Cruz Progreso,La Magdalena Tlaltelulco,Intermedia,100
90833,1901,La Magdalena Tlaltelulco,Intermedia,100
90833,Tezoquipan,La Magdalena Tlaltelulco,Intermedia,100
90833,Estocapa,La Magdalena Tlaltelulco,Intermedia,100
90833,Villa de las Flores,La Magdalena Tlaltelulco,Intermedia,100
90833,Progreso,La Magdalena Tlaltelulco,Intermedia,100
90833,Independencia,La Magdalena Tlaltelulco,Intermedia,100
90833,La Loma,La Magdalena Tlaltelulco,Intermedia,100
90834,Poxtla 1a Sección,La Magdalena Tlaltelulco,Intermedia,100
90834,Poxtla 2a Sección,La Magdalena Tlaltelulco,Intermedia,100
90834,Calnahuac,La Magdalena Tlaltelulco,Intermedia,100
90834,Comalteopan,La Magdalena Tlaltelulco,Intermedia,100
90834,Satelite,La Magdalena Tlaltelulco,Intermedia,100
90834,San Nicolás,La Magdalena Tlaltelulco,Intermedia,100
90835,Teotlalpan,La Magdalena Tlaltelulco,Intermedia,100
90835,Santa Cruz Yoalcoatl,La Magdalena Tlaltelulco,Intermedia,100
90835,Yoalcoatl,La Magdalena Tlaltelulco,Intermedia,100
90835,La Venta,La Magdalena Tlaltelulco,Intermedia,100
90843,Jesús Xolalpan,San Francisco Tetlanohcan,Intermedia,100
90843,Santa Cruz Matlacahuacan,San Francisco Tetlanohcan,Intermedia,100
90845,Dolores Aquiahuac,San Francisco Tetlanohcan,Intermedia,100
90850,Santa Maria Acxotla Del Monte,Teolocholco,Intermedia,100
90850,Cuaxinca,Teolocholco,Intermedia,100
90850,Cuauhtla,Teolocholco,Intermedia,100
90850,Actipa,Teolocholco,Intermedia,100
90850,Primera,Teolocholco,Intermedia,100
90850,Segunda,Teolocholco,Intermedia,100
90850,Tercera,Teolocholco,Intermedia,100
90855,El Carmen Aztama,Teolocholco,Intermedia,100
90860,Acuamanala,Acuamanala de Miguel Hidalgo,Intermedia,100
90860,Concepción Chimalpa,Acuamanala de Miguel Hidalgo,Intermedia,100
90861,Guadalupe Hidalgo,Acuamanala de Miguel Hidalgo,Intermedia,100
90864,Olextla de Juárez,Acuamanala de Miguel Hidalgo,Intermedia,100
90867,Santa Cruz Quilehtla,Santa Cruz Quilehtla,Intermedia,100
90867,Ayometitla,Santa Cruz Quilehtla,Intermedia,100
90870,Primera,Mazatecochco de José María Morelos,Intermedia,100
90873,Cuarta,Mazatecochco de José María Morelos,Intermedia,100
90874,Tercera,Mazatecochco de José María Morelos,Intermedia,100
90875,Segunda,Mazatecochco de José María Morelos,Intermedia,100
90876,Ramos Muñoz Manzano,Mazatecochco de José María Morelos,Intermedia,100
90880,Tenancingo,Tenancingo,Intermedia,100
90880,Tecoac,Tenancingo,Intermedia,100
90880,Tepepantlalpa (Magdalena Reyes),Tenancingo,Intermedia,100
90886,Concepción Acopilco,Tenancingo,Intermedia,100
90890,San Isidro Buen Suceso,San Pablo del Monte,Intermedia,100
90890,Hueyocotl,San Pablo del Monte,Intermedia,100
90894,Tetzacual,San Pablo del Monte,Intermedia,100
90895,Cacamila San Antonio,San Pablo del Monte,Intermedia,100
90897,Ex-hacienda Guadalupe Xaltelulco,San Pablo del Monte,Intermedia,100
90898,Acopilco,San Pablo del Monte,Intermedia,100
90900,Villa Vicente Guerrero,San Pablo del Monte,Intermedia,100
90920,Cristo,San Pablo del Monte,Intermedia,100
90930,Xahuén Vargas,San Pablo del Monte,Intermedia,100
90930,San Nicolás,San Pablo del Monte,Intermedia,100
90940,San Miguel,San Pablo del Monte,Intermedia,100
90940,Santiago,San Pablo del Monte,Intermedia,100
90950,La Santísima,San Pablo del Monte,Intermedia,100
90960,San Cosme,San Pablo del Monte,Intermedia,100
90970,Jesús,San Pablo del Monte,Intermedia,100
90970,San Bartolomé,San Pablo del Monte,Intermedia,100
90970,San Sebastián,San Pablo del Monte,Intermedia,100
90980,San Pedro,San Pablo del Monte,Intermedia,100
90990,Tlaltepango,San Pablo del Monte,Intermedia,100
